,電池編號,V:測試電壓值,I:漏電流值,OM:絕緣電阻值,PF:結果判定,正極隔離膜批號,負極隔離膜批號,正極來料,負極來料
58,Q123T2E1-060,249.35,0.0,349562000.0,128.0,TAF28AD0704,TAF28AD0702,102962,FH22K01
59,Q123T2E1-061,246.09099999999998,0.0,494866000.0,128.0,TAF28AD0704,TAF28AD0702,102962,FH22K01
60,Q123T2E1-062,248.94299999999998,0.0,282747000.0,128.0,TAF28AD0704,TAF28AD0702,102962,FH22K01
61,Q123T2E1-063,248.128,0.0,1521840000.0,128.0,TAF28AD0704,TAF28AD0702,102962,FH22K01
62,Q123T2E1-064,249.35,0.0,1492030000.0,128.0,TAF28AD0704,TAF28AD0702,102962,FH22K01
63,Q123T2E1-065,248.94299999999998,0.0,1489600000.0,128.0,TAF28AD0704,TAF28AD0702,102962,FH22K01
64,Q123T2E1-066,249.35,0.0,1529330000.0,128.0,TAF28AD0704,TAF28AD0702,102962,FH22K01
65,Q123T2E1-067,249.35,0.0,1492030000.0,128.0,TAF28AD0704,TAF28AD0702,102962,FH22K01
66,Q123T2E1-068,249.75799999999998,0.0,914526000.0,128.0,TAF28AD0704,TAF28AD0702,102962,FH22K01
67,Q123T2E1-069,248.94299999999998,0.0,326595000.0,128.0,TAF28AD0704,TAF28AD0702,102962,FH22K01
68,Q123T2E1-070,249.35,0.0,211672000.0,128.0,TAF28AD0704,TAF28AD0702,102962,FH22K01
69,Q123T2E1-071,248.94299999999998,0.0,1489600000.0,128.0,TAF28AD0704,TAF28AD0702,102962,FH22K01
70,Q123T2E1-072,246.09099999999998,0.0,1472530000.0,128.0,TAF28AD0704,TAF28AD0702,102962,FH22K01
71,Q123T2E1-073,248.94299999999998,0.0,1489600000.0,128.0,TAF28AD0704,TAF28AD0702,102962,FH22K01
72,Q123T2E1-074,248.535,0.0,1524340000.0,128.0,TAF28AD0704,TAF28AD0702,102962,FH22K01
73,Q123T2E1-075,249.35,0.0,197333000.0,128.0,TAF28AD0704,TAF28AD0702,102962,FH22K01
74,Q123T2E1-100,248.94299999999998,0.0,1796280000.0,128.0,TAF28AD0704,TAF28AD0702,102962,FH22K01
75,Q123T2E1-106,248.94299999999998,0.0,1489600000.0,128.0,TAF28AD0704,TAF28AD0702,102962,FH22K01
76,Q125T2A1-001,248.94299999999998,0.0,430094000.0,128.0,TAF28AD0704,TAF28AD0702,102964,FH22K01
77,Q125T2A1-002,248.94299999999998,0.0,323139000.0,128.0,TAF28AD0704,TAF28AD0702,102964,FH22K01
78,Q125T2A1-003,250.98,0.0,233232000.0,128.0,TAF28AD0704,TAF28AD0702,102964,FH22K01
79,Q125T2A1-004,248.94299999999998,0.0,348991000.0,128.0,TAF28AD0704,TAF28AD0702,102964,FH22K01
80,Q125T2A1-005,248.94299999999998,0.0,367912000.0,128.0,TAF28AD0704,TAF28AD0702,102964,FH22K01
81,Q125T2A1-006,248.94299999999998,0.0,319756000.0,128.0,TAF28AD0704,TAF28AD0702,102964,FH22K01
82,Q125T2A1-007,246.09099999999998,0.0,202596000.0,128.0,TAF28AD0704,TAF28AD0702,102964,FH22K01
83,Q125T2A1-008,248.535,0.0,315924000.0,128.0,TAF28AD0704,TAF28AD0702,102964,FH22K01
84,Q125T2A1-009,248.535,0.0,344482000.0,128.0,TAF28AD0704,TAF28AD0702,102964,FH22K01
85,Q125T2A1-010,248.94299999999998,0.0,466209000.0,128.0,TAF28AD0704,TAF28AD0702,102964,FH22K01
86,Q125T2A1-011,249.35,0.0,321965000.0,128.0,TAF28AD0704,TAF28AD0702,102964,FH22K01
87,Q125T2A1-012,249.35,0.0,416145000.0,128.0,TAF28AD0704,TAF28AD0702,102964,FH22K01
88,Q125T2A1-013,248.94299999999998,0.0,540472000.0,128.0,TAF28AD0704,TAF28AD0702,102964,FH22K01
89,Q125T2A1-014,248.94299999999998,0.0,296472000.0,128.0,TAF28AD0704,TAF28AD0702,102964,FH22K01
90,Q125T2A1-015,248.94299999999998,0.0,226198000.0,128.0,TAF28AD0704,TAF28AD0702,102964,FH22K01
91,Q125T2A1-016,248.94299999999998,0.0,316442000.0,128.0,TAF28AD0704,TAF28AD0702,102964,FH22K01
92,Q125T2A1-017,249.35,0.0,373008000.0,128.0,TAF28AD0704,TAF28AD0702,102964,FH22K01
93,Q125T2A1-018,248.94299999999998,0.0,1489600000.0,128.0,TAF28AD0704,TAF28AD0702,102964,FH22K01
94,Q125T2A1-019,249.35,0.0,323668000.0,128.0,TAF28AD0704,TAF28AD0702,102964,FH22K01
95,Q125T2A1-020,249.35,0.0,323668000.0,128.0,TAF28AD0704,TAF28AD0702,102964,FH22K01
96,Q125T2A1-021,248.94299999999998,0.0,265536000.0,128.0,TAF28AD0704,TAF28AD0702,102964,FH22K01
97,Q125T2A1-022,248.94299999999998,0.0,367912000.0,128.0,TAF28AD0704,TAF28AD0702,102964,FH22K01
98,Q125T2A1-023,249.35,0.0,332464000.0,128.0,TAF28AD0704,TAF28AD0702,102964,FH22K01
99,Q125T2A1-024,248.94299999999998,0.0,1526840000.0,128.0,TAF28AD0704,TAF28AD0702,102964,FH22K01
100,Q125T2A1-025,248.128,0.0,1690930000.0,128.0,TAF28AD0704,TAF28AD0702,102964,FH22K01
101,Q125T2A1-026,248.94299999999998,0.0,224534000.0,128.0,TAF28AD0704,TAF28AD0702,102964,FH22K01
102,Q125T2A1-027,248.94299999999998,0.0,297919000.0,128.0,TAF28AD0704,TAF28AD0702,102964,FH22K01
103,Q125T2A1-028,248.94299999999998,0.0,323139000.0,128.0,TAF28AD0704,TAF28AD0702,102964,FH22K01
104,Q125T2A1-029,248.94299999999998,0.0,222895000.0,128.0,TAF28AD0704,TAF28AD0702,102964,FH22K01
105,Q125T2A1-030,248.94299999999998,0.0,347008000.0,128.0,TAF28AD0704,TAF28AD0702,102964,FH22K01
106,Q125T2A1-031,248.94299999999998,0.0,384109000.0,128.0,TAF28AD0704,TAF28AD0702,102964,FH22K01
107,Q125T2A1-032,248.94299999999998,0.0,1489600000.0,128.0,TAF28AD0704,TAF28AD0702,102964,FH22K01
108,Q125T2A1-033,249.35,0.0,323668000.0,128.0,TAF28AD0704,TAF28AD0702,102964,FH22K01
109,Q125T2A1-034,248.94299999999998,0.0,1526840000.0,128.0,TAF28AD0704,TAF28AD0702,102964,FH22K01
110,Q125T2A1-035,248.94299999999998,0.0,276350000.0,128.0,TAF28AD0704,TAF28AD0702,102964,FH22K01
111,Q125T2A1-036,248.94299999999998,0.0,239503000.0,128.0,TAF28AD0704,TAF28AD0702,102964,FH22K01
112,Q125T2A1-038,248.94299999999998,0.0,263247000.0,128.0,TAF28AD0704,TAF28AD0702,102964,FH22K01
113,Q125T2A1-039,249.35,0.0,305867000.0,128.0,TAF28AD0704,TAF28AD0702,102964,FH22K01
114,Q125T2A1-040,248.94299999999998,0.0,341192000.0,128.0,TAF28AD0704,TAF28AD0702,102964,FH22K01
115,Q125T2A1-041,249.35,0.0,410559000.0,128.0,TAF28AD0704,TAF28AD0702,102964,FH22K01
116,Q125T2A1-042,248.94299999999998,0.0,345047000.0,128.0,TAF28AD0704,TAF28AD0702,102964,FH22K01
117,Q125T2A1-043,248.94299999999998,0.0,214292000.0,128.0,TAF28AD0704,TAF28AD0702,102964,FH22K01
118,Q125T2A1-044,248.94299999999998,0.0,254472000.0,128.0,TAF28AD0704,TAF28AD0702,102964,FH22K01
119,Q125T2A1-045,248.94299999999998,0.0,300854000.0,128.0,TAF28AD0704,TAF28AD0702,102964,FH22K01
120,Q125T2A1-046,248.94299999999998,0.0,328351000.0,128.0,TAF28AD0704,TAF28AD0702,102964,FH22K01
121,Q125T2A1-047,248.94299999999998,0.0,305367000.0,128.0,TAF28AD0704,TAF28AD0702,102964,FH22K01
122,Q125T2A1-048,248.94299999999998,0.0,381708000.0,128.0,TAF28AD0704,TAF28AD0702,102964,FH22K01
123,Q125T2A1-049,248.94299999999998,0.0,1489600000.0,128.0,TAF28AD0704,TAF28AD0702,102964,FH22K01
124,Q125T2A1-050,249.35,0.0,351571000.0,128.0,TAF28AD0704,TAF28AD0702,102964,FH22K01
125,Q125T2A1-051,248.94299999999998,0.0,331920000.0,128.0,TAF28AD0704,TAF28AD0702,102964,FH22K01
126,Q125T2A1-052,249.35,0.0,456517000.0,128.0,TAF28AD0704,TAF28AD0702,102964,FH22K01
127,Q125T2A1-053,248.94299999999998,0.0,570779000.0,128.0,TAF28AD0704,TAF28AD0702,102964,FH22K01
128,Q125T2A1-054,248.94299999999998,0.0,310017000.0,128.0,TAF28AD0704,TAF28AD0702,102964,FH22K01
129,Q125T2A1-055,248.94299999999998,0.0,273871000.0,128.0,TAF28AD0704,TAF28AD0702,102964,FH22K01
130,Q125T2A1-056,249.35,0.0,497344000.0,128.0,TAF28AD0704,TAF28AD0702,102964,FH22K01
131,Q125T2A1-057,249.35,0.0,328889000.0,128.0,TAF28AD0704,TAF28AD0702,102964,FH22K01
132,Q125T2A1-058,248.128,0.0,1521840000.0,128.0,TAF28AD0704,TAF28AD0702,102964,FH22K01
133,Q125T2A1-059,248.94299999999998,0.0,357154000.0,128.0,TAF28AD0704,TAF28AD0702,102964,FH22K01
134,Q125T2A1-060,248.94299999999998,0.0,313197000.0,128.0,TAF28AD0704,TAF28AD0702,102964,FH22K01
135,Q125T2A1-061,249.35,0.0,158480000.0,128.0,TAF28AD0704,TAF28AD0702,102964,FH22K01
136,Q125T2A1-062,249.35,0.0,477916000.0,128.0,TAF28AD0704,TAF28AD0702,102964,FH22K01
137,Q125T2A1-063,248.94299999999998,0.0,436238000.0,128.0,TAF28AD0704,TAF28AD0702,102964,FH22K01
138,Q125T2A1-100,248.535,0.0,259461000.0,128.0,TAF28AD0704,TAF28AD0702,102964,FH22K01
139,Q125T2A1-101,248.94299999999998,0.0,343109000.0,128.0,TAF28AD0704,TAF28AD0702,102964,FH22K01
140,Q125T2A1-103,248.94299999999998,0.0,455771000.0,128.0,TAF28AD0704,TAF28AD0702,102964,FH22K01
141,Q125T2A1-105,248.94299999999998,0.0,347008000.0,128.0,TAF28AD0704,TAF28AD0702,102964,FH22K01
142,Q125T2A1-106,248.94299999999998,0.0,436238000.0,128.0,TAF28AD0704,TAF28AD0702,102964,FH22K01
143,Q125T2A1-107,248.94299999999998,0.0,427086000.0,128.0,TAF28AD0704,TAF28AD0702,102964,FH22K01
144,Q125T2A1-108,247.313,0.0,600728000.0,128.0,TAF28AD0704,TAF28AD0702,102964,FH22K01
145,Q308T1G2-001,248.128,0.0,287139000.0,128.0,TAF26AD0801,TAF26AD0804,102965,FD06X01
146,Q308T1G2-002,248.535,0.0,266259000.0,128.0,TAF26AD0801,TAF26AD0804,102965,FD06X01
147,Q308T1G2-003,248.94299999999998,0.0,311599000.0,128.0,TAF26AD0801,TAF26AD0804,102965,FD06X01
148,Q308T1G2-004,247.72099999999998,0.0,337630000.0,128.0,TAF26AD0801,TAF26AD0804,102965,FD06X01
149,Q308T1G2-005,248.535,0.0,388365000.0,128.0,TAF26AD0801,TAF26AD0804,102965,FD06X01
150,Q308T1G2-006,248.94299999999998,0.0,247260000.0,128.0,TAF26AD0801,TAF26AD0804,102965,FD06X01
151,Q308T1G2-007,248.535,0.0,294557000.0,128.0,TAF26AD0801,TAF26AD0804,102965,FD06X01
152,Q308T1G2-008,43.1881,-1.0,-1.0,72.0,TAF26AD0801,TAF26AD0804,102965,FD06X01
153,Q308T1G2-009,248.94299999999998,0.0,220481000.0,128.0,TAF26AD0801,TAF26AD0804,102965,FD06X01
154,Q308T1G2-010,248.535,0.0,269794000.0,128.0,TAF26AD0801,TAF26AD0804,102965,FD06X01
155,Q308T1G2-011,247.72099999999998,0.0,176667000.0,128.0,TAF26AD0801,TAF26AD0804,102965,FD06X01
156,Q308T1G2-012,248.94299999999998,0.0,266696000.0,128.0,TAF26AD0801,TAF26AD0804,102965,FD06X01
157,Q308T1G2-013,248.94299999999998,0.0,238568000.0,128.0,TAF26AD0801,TAF26AD0804,102965,FD06X01
158,Q308T1G2-014,248.535,0.0,301848000.0,128.0,TAF26AD0801,TAF26AD0804,102965,FD06X01
159,Q308T1G2-015,247.72099999999998,0.0,241165000.0,128.0,TAF26AD0801,TAF26AD0804,102965,FD06X01
160,Q308T1G2-016,248.535,0.0,371789000.0,128.0,TAF26AD0801,TAF26AD0804,102965,FD06X01
161,Q308T1G2-017,249.35,0.0,291301000.0,128.0,TAF26AD0801,TAF26AD0804,102965,FD06X01
162,Q308T1G2-018,248.94299999999998,0.0,246263000.0,128.0,TAF26AD0801,TAF26AD0804,102965,FD06X01
163,Q308T1G2-019,249.35,0.0,271881000.0,128.0,TAF26AD0801,TAF26AD0804,102965,FD06X01
164,Q308T1G2-020,248.535,0.0,216218000.0,128.0,TAF26AD0801,TAF26AD0804,102965,FD06X01
165,Q308T1G2-021,248.128,0.0,299869000.0,128.0,TAF26AD0801,TAF26AD0804,102965,FD06X01
166,Q308T1G2-022,248.128,0.0,373457000.0,128.0,TAF26AD0801,TAF26AD0804,102965,FD06X01
167,Q308T1G2-023,247.72099999999998,0.0,225924000.0,128.0,TAF26AD0801,TAF26AD0804,102965,FD06X01
168,Q308T1G2-024,248.128,0.0,259036000.0,128.0,TAF26AD0801,TAF26AD0804,102965,FD06X01
169,Q308T1G2-025,248.535,0.0,236331000.0,128.0,TAF26AD0801,TAF26AD0804,102965,FD06X01
170,Q308T1G2-026,248.128,0.0,329046000.0,128.0,TAF26AD0801,TAF26AD0804,102965,FD06X01
171,Q308T1G2-027,248.535,0.0,262816000.0,128.0,TAF26AD0801,TAF26AD0804,102965,FD06X01
172,Q308T1G2-028,247.72099999999998,0.0,402473000.0,128.0,TAF26AD0801,TAF26AD0804,102965,FD06X01
173,Q308T1G2-029,248.535,0.0,283597000.0,128.0,TAF26AD0801,TAF26AD0804,102965,FD06X01
174,Q308T1G2-030,248.128,0.0,315406000.0,128.0,TAF26AD0801,TAF26AD0804,102965,FD06X01
175,Q308T1G2-031,248.535,0.0,185894000.0,128.0,TAF26AD0801,TAF26AD0804,102965,FD06X01
176,Q308T1G2-032,248.535,0.0,260570000.0,128.0,TAF26AD0801,TAF26AD0804,102965,FD06X01
177,Q308T1G2-033,248.128,0.0,209187000.0,128.0,TAF26AD0801,TAF26AD0804,102965,FD06X01
178,Q308T1G2-034,248.535,0.0,315924000.0,128.0,TAF26AD0801,TAF26AD0804,102965,FD06X01
179,Q308T1G2-035,248.535,0.0,179333000.0,128.0,TAF26AD0801,TAF26AD0804,102965,FD06X01
180,Q308T1G2-036,248.535,0.0,207392000.0,128.0,TAF26AD0801,TAF26AD0804,102965,FD06X01
181,Q308T1G2-037,248.535,0.0,340633000.0,128.0,TAF26AD0801,TAF26AD0804,102965,FD06X01
182,Q308T1G2-038,248.535,0.0,338741000.0,128.0,TAF26AD0801,TAF26AD0804,102965,FD06X01
183,Q308T1G2-039,248.94299999999998,0.0,215047000.0,128.0,TAF26AD0801,TAF26AD0804,102965,FD06X01
184,Q308T1G2-040,248.535,0.0,266259000.0,128.0,TAF26AD0801,TAF26AD0804,102965,FD06X01
185,Q308T1G2-041,248.94299999999998,0.0,230465000.0,128.0,TAF26AD0801,TAF26AD0804,102965,FD06X01
186,Q308T1G2-042,248.94299999999998,0.0,339296000.0,128.0,TAF26AD0801,TAF26AD0804,102965,FD06X01
187,Q308T1G2-043,248.535,0.0,338741000.0,128.0,TAF26AD0801,TAF26AD0804,102965,FD06X01
188,Q308T1G2-044,248.94299999999998,0.0,234897000.0,128.0,TAF26AD0801,TAF26AD0804,102965,FD06X01
189,Q308T1G2-045,248.535,0.0,241002000.0,128.0,TAF26AD0801,TAF26AD0804,102965,FD06X01
190,Q308T1G2-046,248.94299999999998,0.0,286729000.0,128.0,TAF26AD0801,TAF26AD0804,102965,FD06X01
191,Q308T1G2-047,248.94299999999998,0.0,270236000.0,128.0,TAF26AD0801,TAF26AD0804,102965,FD06X01
192,Q308T1G2-048,248.535,0.0,365110000.0,128.0,TAF26AD0801,TAF26AD0804,102965,FD06X01
193,Q308T1G2-050,248.535,0.0,185329000.0,128.0,TAF26AD0801,TAF26AD0804,102965,FD06X01
194,Q308T1G2-051,248.94299999999998,0.0,326595000.0,128.0,TAF26AD0801,TAF26AD0804,102965,FD06X01
195,Q308T1G2-052,248.94299999999998,0.0,321439000.0,128.0,TAF26AD0801,TAF26AD0804,102965,FD06X01
196,Q308T1G2-053,248.94299999999998,0.0,216572000.0,128.0,TAF26AD0801,TAF26AD0804,102965,FD06X01
197,Q308T1G2-054,248.535,0.0,309510000.0,128.0,TAF26AD0801,TAF26AD0804,102965,FD06X01
198,Q308T1G2-055,248.535,0.0,168901000.0,128.0,TAF26AD0801,TAF26AD0804,102965,FD06X01
199,Q308T1G2-056,248.128,0.0,264667000.0,128.0,TAF26AD0801,TAF26AD0804,102965,FD06X01
200,Q308T1G2-057,248.535,0.0,369536000.0,128.0,TAF26AD0801,TAF26AD0804,102965,FD06X01
201,Q308T1G2-058,248.535,0.0,260570000.0,128.0,TAF26AD0801,TAF26AD0804,102965,FD06X01
202,Q308T1G2-059,248.94299999999998,0.0,276350000.0,128.0,TAF26AD0801,TAF26AD0804,102965,FD06X01
203,Q308T1G2-060,248.535,0.0,260570000.0,128.0,TAF26AD0801,TAF26AD0804,102965,FD06X01
204,Q308T1G2-061,248.535,0.0,166140000.0,128.0,TAF26AD0801,TAF26AD0804,102965,FD06X01
205,Q308T1G2-062,248.94299999999998,0.0,229599000.0,128.0,TAF26AD0801,TAF26AD0804,102965,FD06X01
206,Q308T1G2-063,248.94299999999998,0.0,452395000.0,128.0,TAF26AD0801,TAF26AD0804,102965,FD06X01
207,Q308T1G2-064,248.535,0.0,365110000.0,128.0,TAF26AD0801,TAF26AD0804,102965,FD06X01
208,Q308T1G2-065,248.94299999999998,0.0,439377000.0,128.0,TAF26AD0801,TAF26AD0804,102965,FD06X01
209,Q308T1G2-066,248.535,0.0,163030000.0,128.0,TAF26AD0801,TAF26AD0804,102965,FD06X01
210,Q308T1G2-067,248.94299999999998,0.0,167324000.0,128.0,TAF26AD0801,TAF26AD0804,102965,FD06X01
211,Q308T1G2-068,248.535,0.0,201232000.0,128.0,TAF26AD0801,TAF26AD0804,102965,FD06X01
212,Q308T1G2-069,248.94299999999998,0.0,353025000.0,128.0,TAF26AD0801,TAF26AD0804,102965,FD06X01
213,Q308T1G2-070,248.535,0.0,280983000.0,128.0,TAF26AD0801,TAF26AD0804,102965,FD06X01
214,Q308T1G2-071,248.535,0.0,312684000.0,128.0,TAF26AD0801,TAF26AD0804,102965,FD06X01
215,Q308T1G2-073,248.535,0.0,369536000.0,128.0,TAF26AD0801,TAF26AD0804,102965,FD06X01
216,Q308T1G2-074,248.535,0.0,516724000.0,128.0,TAF26AD0801,TAF26AD0804,102965,FD06X01
217,Q308T1G2-075,248.128,0.0,237787000.0,128.0,TAF26AD0801,TAF26AD0804,102965,FD06X01
218,Q308T1G2-076,248.535,0.0,335019000.0,128.0,TAF26AD0801,TAF26AD0804,102965,FD06X01
219,Q308T1G2-077,248.94299999999998,0.0,297919000.0,128.0,TAF26AD0801,TAF26AD0804,102965,FD06X01
220,Q308T1G2-078,248.94299999999998,0.0,229599000.0,128.0,TAF26AD0801,TAF26AD0804,102965,FD06X01
221,Q308T1G2-241,248.535,0.0,218543000.0,128.0,TAF26AD0801,TAF26AD0804,102965,FD06X01
222,Q308T1H1-001,248.535,0.0,236331000.0,128.0,TAF26AD0801,TAF26AD0804,102965,FD06X01
223,Q308T1H1-002,248.94299999999998,0.0,223712000.0,128.0,TAF26AD0801,TAF26AD0804,102965,FD06X01
224,Q308T1H1-003,248.94299999999998,0.0,255537000.0,128.0,TAF26AD0801,TAF26AD0804,102965,FD06X01
225,Q308T1H1-004,248.535,0.0,322610000.0,128.0,TAF26AD0801,TAF26AD0804,102965,FD06X01
226,Q308T1H1-005,248.94299999999998,0.0,278874000.0,128.0,TAF26AD0801,TAF26AD0804,102965,FD06X01
227,Q308T1H1-006,248.94299999999998,0.0,260997000.0,128.0,TAF26AD0801,TAF26AD0804,102965,FD06X01
228,Q308T1H1-007,248.535,0.0,226667000.0,128.0,TAF26AD0801,TAF26AD0804,102965,FD06X01
229,Q308T1H1-008,248.94299999999998,0.0,210598000.0,128.0,TAF26AD0801,TAF26AD0804,102965,FD06X01
230,Q308T1H1-009,248.94299999999998,0.0,313197000.0,128.0,TAF26AD0801,TAF26AD0804,102965,FD06X01
231,Q308T1H1-010,248.94299999999998,0.0,229599000.0,128.0,TAF26AD0801,TAF26AD0804,102965,FD06X01
232,Q308T1H1-011,248.535,0.0,204609000.0,128.0,TAF26AD0801,TAF26AD0804,102965,FD06X01
